time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-18T00:27:37.200Z,19.4617,-65.3247,85,3.4,Md,8,255.6,1.14894525,0.28,pr,pr15291000,2015-10-18T08:30:20.261Z,"126km NNE of Vieques, Puerto Rico",earthquake
2015-10-17T23:08:59.810Z,-16.9067,-177.4356,34.4,4.7,mb,,125,4.389,0.93,us,us10003pfg,2015-10-18T07:11:35.593Z,"298km SSE of Sigave, Wallis and Futuna",earthquake
2015-10-17T22:47:09.440Z,-18.2883,168.7872,100.38,4.6,mb,,107,3.206,0.7,us,us10003pfb,2015-10-18T06:49:38.980Z,"78km SE of Port-Vila, Vanuatu",earthquake
2015-10-17T22:19:47.100Z,18.9197,-64.3807,33,2.5,Md,5,288,0.19493442,0.25,pr,pr15290011,2015-10-18T06:22:30.144Z,"60km NNE of Road Town, British Virgin Islands",earthquake
2015-10-17T21:45:14.450Z,37.7818333,-121.9653333,6.11,2.63,md,39,151,0.008403,0.13,nc,nc72539315,2015-10-20T18:32:21.684Z,"1km E of San Ramon, California",earthquake
2015-10-17T21:45:05.630Z,37.7805,-121.9625,6.32,2.54,md,63,53,0.01082,0.12,nc,nc72539310,2015-10-20T18:32:45.748Z,"1km E of San Ramon, California",earthquake
2015-10-17T21:42:08.910Z,-30.1245,-178.1075,111.74,4.7,mb,,121,0.89,0.95,us,us10003pex,2015-10-18T05:44:45.662Z,"97km SSW of Raoul Island, New Zealand",earthquake
2015-10-17T21:21:51.220Z,-5.1472,152.8834,50.63,4.5,mb,,120,1.19,0.57,us,us10003pet,2015-10-18T05:24:26.457Z,"77km SSW of Taron, Papua New Guinea",earthquake
2015-10-17T21:02:32.410Z,-20.1986,169.1321,59.01,5.2,mb,,85,1.64,0.97,us,us10003pem,2015-10-18T05:05:03.148Z,"73km S of Isangel, Vanuatu",earthquake
2015-10-17T20:44:55.580Z,-5.1264,152.8263,64.16,5.3,mb,,49,1.14,1.06,us,us10003pei,2015-10-18T04:47:39.775Z,"76km SSW of Taron, Papua New Guinea",earthquake
2015-10-17T19:41:57.780Z,39.6636658,-122.81633,4.64,2.65,md,21,42,0.078,0.08,nc,nc72539235,2015-10-17T20:13:05.146Z,"39km ESE of Covelo, California",earthquake
2015-10-17T19:06:19.000Z,59.932,-153.6918,192.2,2.6,ml,,,,0.71,ak,ak11741788,2015-10-18T03:09:00.214Z,"71km ENE of Old Iliamna, Alaska",earthquake
2015-10-17T18:33:30.280Z,-17.8309,-178.5411,585.29,4.3,mb,,80,3.246,0.99,us,us10003pds,2015-10-20T21:46:24.149Z,"270km SE of Lambasa, Fiji",earthquake
2015-10-17T18:24:14.120Z,52.0187,178.5226,95.15,3.2,ml,,144,0.804,0.39,us,us10003pe4,2015-10-20T21:18:10.354Z,"7km N of Little Sitkin Island, Alaska",earthquake
2015-10-17T17:52:20.310Z,-42.6259,-82.4496,10.72,5.6,mww,,76,7.699,0.88,us,us10003pdi,2015-10-20T21:06:29.756Z,"West Chile Rise",earthquake
2015-10-17T15:48:20.690Z,19.3378333,-155.3155,3.777,2.5,ml,47,49,0.01376,0.09,hv,hv61067901,2015-10-19T23:31:31.857Z,"13km SW of Volcano, Hawaii",earthquake
2015-10-17T15:45:01.690Z,39.0149994,-122.5706635,5.49,2.66,md,7,119,0.1093,0.03,nc,nc72539135,2015-10-17T23:47:45.628Z,"7km NE of Clearlake, California",earthquake
2015-10-17T15:43:08.300Z,18.642,-68.0609,110,2.8,Mb,5,338.4,0.60726113,0.28,pr,pr15290008,2015-10-17T23:45:43.436Z,"36km E of Punta Cana, Dominican Republic",earthquake
2015-10-17T15:36:23.170Z,-20.577,-177.5701,483.62,4.5,mb,,100,5.005,0.98,us,us10003pd8,2015-10-17T23:38:53.570Z,"118km E of Ndoi Island, Fiji",earthquake
2015-10-17T14:20:34.900Z,18.1525,-64.655,128,3,Md,9,226.8,0.26500301,0.23,pr,pr15290007,2015-10-17T22:23:07.052Z,"29km S of Road Town, British Virgin Islands",earthquake
2015-10-17T13:59:20.150Z,-59.3694,-25.4427,18.24,4.6,mb,,191,7.912,0.81,us,us10003pd1,2015-10-17T22:02:04.656Z,"71km ESE of Bristol Island, South Sandwich Islands",earthquake
2015-10-17T13:33:31.000Z,63.3035,-150.4792,134.6,2.7,ml,,,,0.42,ak,ak11741562,2015-10-17T21:36:01.857Z,"77km W of Cantwell, Alaska",earthquake
2015-10-17T13:20:00.550Z,37.0532,-97.9381,8.74,3.4,mb_lg,,67,0.076,0.19,us,us10003pcq,2015-10-19T17:18:53.780Z,"13km SE of Anthony, Kansas",earthquake
2015-10-17T13:12:08.820Z,36.3035,-98.1799,3.28,3,mb_lg,,80,0.255,0.37,us,us10003pcp,2015-10-17T20:30:58.628Z,"24km NNE of Okeene, Oklahoma",earthquake
2015-10-17T12:12:50.180Z,37.0352,-97.9292,5,3.4,mb_lg,,37,0.082,0.56,us,us10003pcg,2015-10-19T17:00:10.470Z,"15km SE of Anthony, Kansas",earthquake
2015-10-17T11:33:07.750Z,-25.409,-64.4368,8.23,5.9,mwb,,37,4.202,0.77,us,us10003pc9,2015-10-18T15:14:00.029Z,"21km E of El Galpon, Argentina",earthquake
2015-10-17T11:03:49.010Z,1.8372,127.3744,96.49,4.9,mb,,80,1.058,0.51,us,us10003pc4,2015-10-17T19:06:32.833Z,"71km W of Tobelo, Indonesia",earthquake
2015-10-17T10:15:13.150Z,35.993,-96.8333,4.12,3,mb_lg,,47,0.032,0.5,us,us10003pbt,2015-10-17T19:35:08.376Z,"6km W of Cushing, Oklahoma",earthquake
2015-10-17T10:13:00.450Z,48.3028333,-119.0028333,0.92,2.62,ml,16,112,0.2274,0.15,uw,uw61079477,2015-10-17T18:15:38.522Z,"37km N of Coulee Dam, Washington",earthquake
2015-10-17T10:07:44.100Z,3.46,126.5278,44.29,4.7,mb,,102,2.798,0.87,us,us10003pbq,2015-10-17T18:10:42.791Z,"245km SSE of Sarangani, Philippines",earthquake
2015-10-17T09:18:15.300Z,17.7845,-67.9627,58,2.8,Md,4,320.4,0.75278821,0.07,pr,pr15290006,2015-10-17T13:37:59.326Z,"85km WSW of Pole Ojea, Puerto Rico",earthquake
2015-10-17T08:59:27.000Z,63.1593,-153.2476,14.9,2.8,ml,,,,1.17,ak,ak11741429,2015-10-17T17:05:41.902Z,"120km ENE of McGrath, Alaska",earthquake
2015-10-17T08:38:55.280Z,-31.6677,-72.228,16.69,4.2,mwr,,180,1.113,0.58,us,us10003pbi,2015-10-17T16:41:35.063Z,"100km W of Illapel, Chile",earthquake
2015-10-17T07:42:45.180Z,46.7886667,-112.0155,6.12,2.84,ml,38,95,0.148,0.21,mb,mb80102574,2015-10-17T14:48:13.049Z,"2km WSW of Helena Valley Northwest, Montana",earthquake
2015-10-17T07:20:27.890Z,20.0523,146.0424,29.48,4.8,mb,,105,7.852,0.46,us,us10003pbd,2015-10-17T15:23:02.977Z,"131km ESE of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-10-17T07:01:27.090Z,-20.6407,-70.7931,14.28,4.5,mwr,,155,0.578,0.72,us,us10003pb9,2015-10-17T15:46:04.933Z,"82km SW of Iquique, Chile",earthquake
2015-10-17T06:15:13.000Z,17.996,-68.2465,96,3.4,Md,14,327.6,0.82555175,0.31,pr,pr15290003,2015-10-17T14:17:58.117Z,"57km SE of Boca de Yuma, Dominican Republic",earthquake
2015-10-17T05:17:59.980Z,43.122,146.4387,51.35,4.7,mb,,164,2.664,0.77,us,us10003pav,2015-10-17T13:20:29.549Z,"73km ESE of Nemuro, Japan",earthquake
2015-10-17T02:32:38.980Z,39.0200005,-122.5941696,0.43,2.71,md,16,72,0.101,0.1,nc,nc72538795,2015-10-21T00:12:27.656Z,"6km E of Clearlake Oaks, California",earthquake
2015-10-17T02:31:59.940Z,34.1191667,-116.9125,7.23,3.31,mw,136,20,0.03208,0.15,ci,ci37476904,2015-10-19T16:19:23.700Z,"14km S of Big Bear Lake, California",earthquake
2015-10-17T01:51:49.300Z,53.9885,-163.2384,23.09,4.7,mb,,157,0.876,1.27,us,us10003pag,2015-10-17T18:54:49.272Z,"96km S of False Pass, Alaska",earthquake
2015-10-17T01:51:36.440Z,36.6943,-97.8983,1.65,2.5,mb_lg,,43,0.159,0.43,us,us10003pah,2015-10-17T02:06:28.875Z,"19km SW of Medford, Oklahoma",earthquake
2015-10-17T01:40:23.900Z,19.2579,-68.383,135,3.3,Md,3,345.6,1.63313719,0.38,pr,pr15290002,2015-10-17T09:42:51.393Z,"73km NNE of Otra Banda, Dominican Republic",earthquake
2015-10-17T01:11:42.200Z,19.1662,-64.7778,60,3.3,Md,14,244.8,0.60456619,0.34,pr,pr15290000,2015-10-17T09:14:25.294Z,"84km NNW of Road Town, British Virgin Islands",earthquake
2015-10-17T00:57:01.380Z,10.7569,-62.8976,11.63,4.7,mb,,83,1.831,0.86,us,us10003pad,2015-10-17T08:59:34.074Z,"22km NNW of Yaguaraparo, Venezuela",earthquake
2015-10-17T00:06:01.340Z,28.8527,64.3979,68.09,4.5,mb,,144,5.814,1.06,us,us10003paa,2015-10-17T08:08:36.292Z,"4km SSW of Dalbandin, Pakistan",earthquake
2015-10-16T23:43:34.250Z,3.9526,126.062,98.34,4.4,mb,,104,3.133,0.72,us,us10003pa4,2015-10-17T07:46:01.763Z,"173km SSE of Sarangani, Philippines",earthquake
2015-10-16T23:27:24.000Z,19.2966667,-155.2293333,10.221,2.55,ml,49,142,0.01598,0.09,hv,hv61065636,2015-10-17T07:29:53.011Z,"14km S of Volcano, Hawaii",earthquake
2015-10-16T23:22:52.790Z,19.2895,-155.2285,9.281,2.92,ml,51,78,0.008996,0.1,hv,hv61065631,2015-10-17T07:25:36.887Z,"15km S of Volcano, Hawaii",earthquake
2015-10-16T23:19:01.000Z,52.3021,-173.3111,2.8,2.6,ml,,,,1.11,ak,ak11741240,2015-10-17T07:21:33.833Z,"61km ENE of Atka, Alaska",earthquake
2015-10-16T22:38:55.140Z,36.8379,-97.8817,6.7,2.8,mb_lg,,61,0.022,0.43,us,us10003p93,2015-10-17T00:28:33.548Z,"13km WNW of Medford, Oklahoma",earthquake
2015-10-16T21:57:44.400Z,19.2941667,-155.3825,3.659,3.18,ml,52,101,0.05812,0.11,hv,hv61065411,2015-10-17T06:00:24.173Z,"14km NE of Pahala, Hawaii",earthquake
2015-10-16T20:50:20.660Z,36.7511667,-90.8601667,15.74,3.2,mlg,26,72,0.3349,0.26,nm,nm60119416,2015-10-20T17:47:25.040Z,"14km NNW of Doniphan, Missouri",earthquake
2015-10-16T20:45:10.170Z,-21.0319,170.4132,194.54,4.7,mb,,188,2.267,0.85,us,us10003p8a,2015-10-20T18:30:31.717Z,"203km SE of Isangel, Vanuatu",earthquake
2015-10-16T20:26:07.650Z,36.7613333,-90.8578333,16.01,3.48,mw,53,74,0.3276,0.31,nm,nm60119406,2015-10-20T17:13:59.040Z,"15km N of Doniphan, Missouri",earthquake
2015-10-16T19:03:49.340Z,46.0153333,-112.4956667,-2,2.93,ml,41,101,0.196,0.24,mb,mb80102504,2015-10-16T20:13:58.850Z,"3km ENE of Butte, Montana",quarry blast
2015-10-16T18:48:21.510Z,8.7302,-103.1446,34.4,4.5,mb,,208,9.845,0.97,us,us10003p7d,2015-10-20T18:31:13.785Z,"Northern East Pacific Rise",earthquake
2015-10-16T18:45:44.170Z,8.3426,-103.3503,10,4.7,mb,,206,10.28,0.93,us,us10003p7c,2015-10-20T18:30:52.809Z,"Northern East Pacific Rise",earthquake
2015-10-16T18:36:03.800Z,36.7362,-97.9436,6.882,2.5,ml,,100,,0.74,us,us10003p7v,2015-10-20T18:33:09.239Z,"20km WSW of Medford, Oklahoma",earthquake
2015-10-16T18:05:44.000Z,68.07,-136.305,1,4.2,mb,,,,0.91,us,us10003p73,2015-10-20T18:31:50.127Z,"92km NW of Fort McPherson, Canada",earthquake
2015-10-16T17:43:10.920Z,19.2843333,-155.2086667,8.071,2.59,ml,46,154,0.01541,0.11,hv,hv61065116,2015-10-17T01:46:24.119Z,"16km S of Volcano, Hawaii",earthquake
2015-10-16T17:01:53.880Z,24.8399,122.9648,119.87,4.8,mb,,51,0.373,0.89,us,us10003p6l,2015-10-20T18:30:09.127Z,"41km N of Yonakuni, Japan",earthquake
2015-10-16T16:58:30.370Z,-30.5563,-71.7343,34.83,4.1,mwr,,133,0.145,2.42,us,us10003p6i,2015-10-17T01:01:07.549Z,"51km W of Ovalle, Chile",earthquake
2015-10-16T16:27:42.120Z,19.4423332,-153.6606598,11.18,2.96,md,34,333,,0.33,hv,hv61065021,2015-10-17T00:30:16.651Z,"131km E of Nanawale Estates, Hawaii",earthquake
2015-10-16T16:02:20.980Z,19.2765,-155.2115,10.591,2.69,ml,49,153,0.01328,0.09,hv,hv61065006,2015-10-17T00:04:56.103Z,"17km S of Volcano, Hawaii",earthquake
2015-10-16T15:33:46.400Z,19.2718333,-155.2068333,10.471,2.61,ml,44,166,0.01925,0.1,hv,hv61064971,2015-10-16T23:38:14.951Z,"17km S of Volcano, Hawaii",earthquake
2015-10-16T12:49:09.910Z,-31.4403,-72.0291,34.18,4.1,mb,,196,0.835,0.76,us,us10003p4f,2015-10-17T15:28:08.040Z,"84km WNW of Illapel, Chile",earthquake
2015-10-16T11:43:39.980Z,38.4415,73.3154,123.6,4.1,mb,,87,1.571,1.16,us,us10003p4d,2015-10-16T19:46:22.831Z,"64km WNW of Murghob, Tajikistan",earthquake
2015-10-16T09:03:19.840Z,-11.5049,118.2149,33.57,4.7,mb,,96,4.88,1.1,us,us10003p46,2015-10-16T17:06:06.932Z,"222km SSW of Panenggoede, Indonesia",earthquake
2015-10-16T07:18:40.960Z,-19.9797,-66.8654,235.94,5,mb,,24,2.156,1.14,us,us10003p2p,2015-10-17T16:36:51.000Z,"36km NNE of Colchani, Bolivia",earthquake
2015-10-16T06:53:45.850Z,19.3425,-155.072,7.178,2.71,ml,41,172,0.04988,0.09,hv,hv61064306,2015-10-16T20:06:16.626Z,"18km S of Fern Acres, Hawaii",earthquake
2015-10-16T06:41:50.450Z,19.342,-155.0771667,7.208,3.93,ml,62,170,0.04775,0.09,hv,hv61064286,2015-10-19T01:38:38.773Z,"18km S of Fern Acres, Hawaii",earthquake
2015-10-16T06:38:25.540Z,55.6709,159.1921,273.29,5.4,mb,,45,2.672,0.97,us,us10003p25,2015-10-17T16:11:48.000Z,"42km SE of Esso, Russia",earthquake
2015-10-16T06:18:31.000Z,36.3278,-97.5313,10.46,2.5,ml,,60,,0.2,us,us10003p4m,2015-10-16T18:16:31.546Z,"22km W of Perry, Oklahoma",earthquake
2015-10-16T05:55:40.800Z,19.3173333,-155.0536667,0.478,2.77,ml,39,205,0.07781,0.12,hv,hv61064196,2015-10-16T19:32:21.859Z,"21km SW of Leilani Estates, Hawaii",earthquake
2015-10-16T05:31:30.500Z,18.7175,-66.2352,56,2.5,Md,9,219.6,0.36741095,0.17,pr,pr15289001,2015-10-16T09:37:48.154Z,"28km N of Dorado, Puerto Rico",earthquake
2015-10-16T05:29:51.210Z,33.2711667,-116.7896667,8.53,3.27,ml,133,26,0.04361,0.22,ci,ci37476536,2015-10-18T01:04:27.680Z,"4km NW of Lake Henshaw, California",earthquake
2015-10-16T04:48:36.310Z,49.1571,156.1925,42.38,4.7,mb,,136,4.068,0.9,us,us10003p1y,2015-10-16T12:51:15.629Z,"169km S of Severo-Kuril'sk, Russia",earthquake
2015-10-16T04:43:56.030Z,-19.975,-68.8445,117.54,4.7,mb,,31,0.334,1,us,us10003p1x,2015-10-16T15:39:32.000Z,"138km E of Iquique, Chile",earthquake
2015-10-16T04:13:33.340Z,-34.5771,178.9039,201.87,4.6,mb,,152,5.958,0.83,us,us10003p1v,2015-10-16T12:16:27.756Z,"South of the Kermadec Islands",earthquake
2015-10-16T04:03:20.900Z,19.322,-64.8831,34,2.6,Md,4,295.2,0.78602587,0.23,pr,pr15289000,2015-10-16T12:05:58.337Z,"104km NNW of Road Town, British Virgin Islands",earthquake
2015-10-16T03:44:28.820Z,0.5061,126.6044,58.43,4.6,mb,,50,0.806,0.79,us,us10003p1t,2015-10-16T04:30:35.145Z,"90km WSW of Kota Ternate, Indonesia",earthquake
2015-10-16T03:38:01.530Z,40.411499,-124.9561691,5.37,3.45,md,41,260,0.5211,0.32,nc,nc72538095,2015-10-17T01:20:05.881Z,"61km WSW of Ferndale, California",earthquake
2015-10-16T02:16:49.320Z,42.5367,44.973,18.05,4.4,mb,,69,1.124,1.09,us,us10003p1i,2015-10-16T10:19:29.616Z,"30km ESE of Step'antsminda, Georgia",earthquake
2015-10-16T02:01:45.000Z,62.3214,-148.4333,35.3,2.6,ml,,,,0.75,ak,ak11740557,2015-10-16T10:04:20.887Z,"62km NNE of Sutton-Alpine, Alaska",earthquake
2015-10-16T00:16:25.210Z,39.471,15.5929,239.75,4.4,mb,,68,0.949,0.82,us,us10003p1b,2015-10-16T08:19:14.253Z,"28km SW of Belvedere Marittimo, Italy",earthquake
2015-10-16T00:11:24.438Z,38.8344,-115.2504,0,2.8,ml,7,150.14,0.552,0.254,nn,nn00514798,2015-10-17T18:24:55.201Z,"22km ENE of Currant, Nevada",earthquake
2015-10-15T23:52:46.210Z,24.3131,121.7544,16.38,4.5,mb,,67,0.201,0.77,us,us10003p1a,2015-10-16T00:26:55.886Z,"33km SSW of Su'ao, Taiwan",earthquake
2015-10-15T23:12:47.850Z,-7.0794,129.6345,139.92,4.7,mb,,86,4.884,0.65,us,us10003p11,2015-10-16T07:16:15.967Z,"209km WNW of Saumlaki, Indonesia",earthquake
2015-10-15T22:27:25.000Z,57.5099,-153.818,20.3,2.9,ml,,,,0.96,ak,ak11740531,2015-10-15T22:51:48.976Z,"10km ESE of Larsen Bay, Alaska",earthquake
2015-10-15T22:18:45.940Z,-30.6703,-71.7228,30.17,4,mwr,,128,0.075,1.38,us,us10003p0e,2015-10-16T17:06:02.426Z,"50km W of Ovalle, Chile",earthquake
2015-10-15T21:47:56.970Z,37.0541667,-97.936,5.82,2.59,ml,20,77,0.07453,0.06,ismpkansas,ismpkansas70144558,2015-10-16T17:50:21.644Z,"13km SE of Anthony, Kansas",earthquake
2015-10-15T21:24:10.270Z,37.2116667,-97.9785,4.44,2.54,ml,20,68,0.01619,0.06,ismpkansas,ismpkansas70144543,2015-10-16T17:08:05.547Z,"7km NE of Anthony, Kansas",earthquake
2015-10-15T21:11:53.000Z,58.4943,-156.5986,195,3.2,ml,,,,1.1,ak,ak11740513,2015-10-16T05:14:35.621Z,"21km S of King Salmon, Alaska",earthquake
2015-10-15T20:39:01.240Z,-30.5711,-71.6499,28.95,4.5,mb,,145,0.103,0.69,us,us10003nyw,2015-10-16T18:54:36.040Z,"43km W of Ovalle, Chile",earthquake
2015-10-15T20:32:08.000Z,62.9607,-149.4421,69.7,3.3,ml,,,,0.59,ak,ak11740455,2015-10-15T22:33:54.933Z,"54km SSW of Cantwell, Alaska",earthquake
2015-10-15T19:23:22.090Z,-30.5426,-71.6245,31.23,4.9,mb,,81,0.131,1.02,us,us10003ny7,2015-10-16T15:20:32.000Z,"41km W of Ovalle, Chile",earthquake
2015-10-15T18:01:31.020Z,-22.7633,-69.0173,112.11,4.4,mb,,57,0.179,0.69,us,us10003nxs,2015-10-16T02:04:00.283Z,"33km SSW of Calama, Chile",earthquake
2015-10-15T17:57:32.300Z,18.5981,-65.6102,23,2.9,Md,13,176.4,0.3997503,0.23,pr,pr15288005,2015-10-16T01:59:59.532Z,"27km NNE of Luquillo, Puerto Rico",earthquake
2015-10-15T15:01:35.500Z,37.0229,143.3183,19.49,4.8,mb,,66,2.182,0.86,us,us10003nwi,2015-10-15T23:04:08.314Z,"211km ESE of Namie, Japan",earthquake
2015-10-15T13:39:02.600Z,19.1413,-64.4042,43,2.9,Md,4,302.4,0.41502166,0.07,pr,pr15288002,2015-10-15T21:42:07.111Z,"83km NNE of Road Town, British Virgin Islands",earthquake
2015-10-15T13:10:20.920Z,37.7861667,-121.9643333,8.52,3.36,mw,159,39,0.006087,0.14,nc,nc72537675,2015-10-19T23:52:09.040Z,"1km ENE of San Ramon, California",earthquake
2015-10-15T12:37:43.000Z,63.2608,-151.4644,15.3,2.8,ml,,,,1.05,ak,ak11740179,2015-10-15T20:40:29.386Z,"125km NNW of Talkeetna, Alaska",earthquake
2015-10-15T11:10:09.620Z,47.3363333,-122.7076667,29.978,2.81,ml,31,76,0.1637,0.28,uw,uw61078567,2015-10-16T22:02:13.017Z,"2km E of Key Center, Washington",earthquake
2015-10-15T11:03:10.010Z,-30.7851,-72.0201,24.41,4.7,mb,,88,0.349,0.98,us,us10003nuj,2015-10-15T19:05:40.782Z,"81km WSW of Ovalle, Chile",earthquake
2015-10-15T10:09:41.790Z,19.263,-155.4483333,6.482,2.56,md,53,70,0.05001,0.16,hv,hv61062881,2015-10-15T19:23:01.040Z,"7km NNE of Pahala, Hawaii",earthquake
2015-10-15T10:07:28.690Z,-2.4983,-78.7368,104.83,5.4,mb,,61,2.732,1.11,us,us10003nud,2015-10-15T18:35:29.131Z,"22km ENE of Canar, Ecuador",earthquake
2015-10-15T09:46:56.000Z,51.9318,-174.3087,45.4,3.8,ml,,,,0.88,ak,ak11740124,2015-10-15T18:39:59.815Z,"30km SSW of Atka, Alaska",earthquake
2015-10-15T08:46:17.429Z,41.8539,-119.6367,10.7,2.7,ml,8,132.69,0.155,0.2252,nn,nn00514728,2015-10-16T15:16:47.341Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-15T07:32:19.210Z,36.1907,-97.3776,2.11,3.1,mb_lg,,60,0.398,0.28,us,us10003nt8,2015-10-15T15:34:56.962Z,"13km SW of Perry, Oklahoma",earthquake
2015-10-15T07:00:32.010Z,47.3431667,-122.7326667,32.059,2.7,ml,22,133,0.1312,0.26,uw,uw61078507,2015-10-16T00:47:54.853Z,"1km ENE of Key Center, Washington",earthquake
2015-10-15T06:50:03.280Z,35.878,-97.3666,6.24,3.2,mb_lg,,65,0.108,0.35,us,us10003nt2,2015-10-15T16:00:48.122Z,"5km E of Guthrie, Oklahoma",earthquake
2015-10-15T05:10:19.990Z,37.0515,-97.939,7.36,3,mb_lg,,79,0.078,0.23,us,us10003nsw,2015-10-15T17:58:05.690Z,"13km SE of Anthony, Kansas",earthquake
2015-10-15T05:09:56.570Z,37.0393,-97.9212,9.12,3,mb_lg,,77,0.079,0.5,us,us10003nsv,2015-10-15T17:51:57.010Z,"15km SE of Anthony, Kansas",earthquake
2015-10-15T04:51:37.000Z,59.9514,-153.1455,110.4,3.3,ml,,,,0.68,ak,ak11740082,2015-10-15T07:58:31.865Z,"63km SSW of Redoubt Volcano, Alaska",earthquake
2015-10-15T04:49:49.300Z,18.9985,-65.4722,52,2.8,Md,9,230.4,0.70966907,0.37,pr,pr15288000,2015-10-15T12:52:22.477Z,"73km NNE of Luquillo, Puerto Rico",earthquake
2015-10-15T04:08:29.000Z,60.5006,-152.4334,7.2,2.5,ml,,,,0.72,ak,ak11740070,2015-10-15T12:11:01.458Z,"17km E of Redoubt Volcano, Alaska",earthquake
2015-10-15T01:15:14.240Z,40.5968333,-127.0645,1.83,3.09,md,17,317,2.139,0.18,nc,nc72537120,2015-10-17T03:38:04.253Z,"237km W of Ferndale, California",earthquake
2015-10-15T00:48:22.080Z,19.3483,-105.3241,35,4.5,mb,,184,3.876,0.91,us,us10003nrr,2015-10-15T08:51:01.490Z,"65km S of Tomatlan, Mexico",earthquake
2015-10-14T23:56:26.500Z,36.3511,-96.7959,1.36,3.2,mb_lg,,46,0.192,0.46,us,us10003nrj,2015-10-15T16:19:32.598Z,"1km NNE of Pawnee, Oklahoma",earthquake
2015-10-14T22:52:30.950Z,-6.0015,105.4048,43.77,4.6,mb,,92,2.848,0.7,us,us10003nrb,2015-10-15T06:55:15.120Z,"35km SW of Kaliandak, Indonesia",earthquake
2015-10-14T22:44:54.260Z,37.7903333,-121.969,9.45,2.56,md,98,55,0.002339,0.13,nc,nc72537010,2015-10-19T22:35:37.887Z,"1km NE of San Ramon, California",earthquake
2015-10-14T22:27:20.640Z,36.0784,-97.5808,4.57,3.3,mb_lg,,36,0.299,0.54,us,us10003nqz,2015-10-15T00:56:52.828Z,"14km N of Crescent, Oklahoma",earthquake
2015-10-14T21:00:23.000Z,53.5334,-165.2837,57,3.3,ml,,,,0.36,ak,ak11739833,2015-10-20T23:44:50.575Z,"74km SSE of Akutan, Alaska",earthquake
2015-10-14T20:40:08.300Z,36.8293,-97.789,5,2.7,ml,,40,,0.59,us,us10003nqp,2015-10-15T04:42:34.480Z,"5km WNW of Medford, Oklahoma",earthquake
2015-10-14T19:36:08.770Z,43.4642,145.9417,118.08,4.5,mb,,95,2.51,0.72,us,us10003nnv,2015-10-15T03:38:53.905Z,"33km ENE of Nemuro, Japan",earthquake
2015-10-14T18:19:47.400Z,18.8269,-67.1744,30,2.6,Md,12,248.4,0.36112274,0.2,pr,pr15287003,2015-10-15T02:22:20.500Z,"37km NNW of San Antonio, Puerto Rico",earthquake
2015-10-14T18:03:13.490Z,46.889,150.448,193.08,4.2,mb,,134,6.175,0.83,us,us10003nn8,2015-10-15T02:05:44.409Z,"253km SSE of Vostok, Russia",earthquake
2015-10-14T16:24:27.000Z,63.5646,-147.1691,0,2.7,ml,,,,0.77,ak,ak11739536,2015-10-20T23:46:16.564Z,"88km SW of Delta Junction, Alaska",earthquake
2015-10-14T15:24:30.400Z,19.2196,-67.7011,34,2.8,Md,6,338.4,0.93334958,0.18,pr,pr15287004,2015-10-14T23:27:02.105Z,"102km NE of Punta Cana, Dominican Republic",earthquake
2015-10-14T15:14:04.350Z,37.7881667,-121.9643333,8.34,2.95,md,114,55,0.00552,0.13,nc,nc72536780,2015-10-19T18:30:24.669Z,"1km NE of San Ramon, California",earthquake
